Title,Artist,Category,Release Date,Lyric
Lucky Girl Syndrome - 아일릿(ILLIT),아일릿(ILLIT),댄스,2024.03.25,완벽한 날씨|딱 맞는 playlist|오늘의 selfie|I say I’m lucky||세상은 chocolate|삼키자 so sweet|긍정의 치트키|Lucky girl syndrome oh||I don’t need I don’t need I don’t need|어떤 golden ticket도|All I need all I need all I need|내 자신을 믿는 것|Finally finally finally|다 이뤄질 거야|매일 주문을 외워||Yeah luck|Yeah I’m a lucky girl|Yeah you’re a lucky girl|Yeah we’re so lucky|Luck luck luck luck||Luck 주문을 걸어 luck|난 정말 lucky girl|넌 정말 lucky girl girl girl girl||찍어봐 breakfast|선택은 best choice|도착한 crossroad|신호는 green light||마주친 눈에|터진 웃음에|붙여봐 hashtag|#lucky_girl_syndrome oh||설렘이 설렘이 설렘이|계속 차오르는 걸|I believe I believe I believe|이뤄져 믿는 대로|Finally finally finally|넌 이유를 아니? (why?)|Together you and me||Yeah luck|Yeah I’m a lucky girl|Yeah you’re a lucky girl|Yeah we’re so lucky|Luck luck luck luck||Luck 주문을 걸어 luck|난 정말 lucky girl|넌 정말 lucky girl girl girl girl||Oh my girl|주문을 걸어 say|That’s my girl|Lucky girl syndrome||Oh my girl|주문을 걸어 say|That’s my girl|Lucky girl syndrome||Yeah I’m a lucky girl
보금자리 - 임영웅,임영웅,성인가요/트로트,2022.05.02,그대 사랑이 나였음 좋겠다|아무것도 필요 없어요|든든한 품에 안겨 잠들고 싶어라|내 사랑의 보금자리|아무것도 바라지 않아요|당신만 있으면 돼|한 눈 팔지 않고 사랑할래요|돈도 필요 없어 백도 필요 없어|당신만 있으면 돼|그대 사랑이 나였음 좋겠다|아무것도 필요 없어요|든든한 품에 안겨 잠들고 싶어라|내 사랑의 보금자리|아무것도 바라지 않아요|당신만 있으면 돼|한 눈 팔지 않고 사랑할래요|돈도 필요 없어 백도 필요 없어|당신만 있으면 돼|아무것도 바라지 않아요|당신만 있으면 돼|한 눈 팔지 않고 사랑할래요|돈도 필요 없어 백도 필요 없어|당신만 있으면 돼|당신만 있으면 돼|
ETA - NewJeans,NewJeans,댄스,2023.07.21,낭비하지 마 네 시간은 은행|서둘러서 정리해 걔는 real bad|받아주면 안돼|No you better trust me|답답해서 그래|저번에도 봤지만 너 없을 때|걘 여기저기에 눈빛을 뿌리네|아주 눈부시게|Honestly 우리 사이에|He’s been totally lying yeah|내 생일 파티에 너만 못 온 그날|혜진이가 엄청 혼났던 그날|지원이가 여친이랑 헤어진 그날|걔는 언제나 네가 없이 그날|너무 멋있는 옷을 입고 그날|Heard him say|We can go wherever you like|Baby say the words and I’m down|All I need is you on my side|We can go whenever you like|Now where are you?|Mmhmm|What’s your ETA  what’s your ETA|Mmhmm|What’s your ETA  what’s your ETA|Mmhmm|What’s your ETA  what’s your ETA|I’ll be there right now  lose that boy on her arm|아파 맘이 네가 걔 못 잊을 때|내 말 믿어 you deserve better than that|내가 도와줄게|걔는 그냥 playin’|Boys be always lying yeah|내 생일 파티에 너만 못 온 그날|혜진이가 엄청 혼났던 그날|지원이가 여친이랑 헤어진 그날|걔는 언제나 네가 없이 그날|너무 멋있는 옷을 입고 그날|Heard him say|We can go wherever you like|Baby say the words and I’m down|All I need is you on my side|We can go wherever you like|Now where are you?|Mmhmm|What’s your ETA  what’s your ETA|Mmhmm|What’s your ETA  what’s your ETA|Mmhmm|What’s your ETA  what’s your ETA|I’ll be there right now  lose that boy on her arm|Need a boy on my arm|Need a boy on my arm|Want a boy on my arm|Need a boy on my arm
Drama - aespa,aespa,댄스,2023.11.10,Ya Ya I’m the Drama|Ziggy ziggy zag I’m new|'Cause I go biggie biggie bad It’s true|날카로운 눈 안에 비친 Toxic|내 본능을 당겨 Zoom|Hold up  What? Oh my god|You say  What? 다쳐 넌|You better watch out|우린 이미 거센 Boom|달려가고 있어 Vroom|I li-li like me when I roll|Li-li-like me when I’m savage|Li-li-like me when I go|Li-li-likie when I baddest|Hold up 빛을 따라서|달아 다 다 달려나가 Run|Go Finally Ra ta ta ta|다음 세계를 열어 난|1  2 It’s time to go|후회 없어 난|맞서 난 깨버렸지|날 따라서 움직일 Rules|손끝으로 세상을 두드려 움직여|Yeah I’m coming|I bring I bring|all the Drama-ma-ma-ma|I bring Drama-ma-ma-ma|With my girls in the back|Girls in the back|Drama|Trauma-ma-ma-ma|I break Trauma-ma-ma-ma|With MY WORLD in the back|나로 시작되는 Drama|(All that)|Drama-ma-ma-ma|(Bring it that)|Drama-ma-ma-ma|With my girls in the back|Girls in the back Yeah|I break|Trauma-ma-ma-ma|(We them)|Trauma-ma-ma-ma|With MY WORLD in the back|나로 시작되는 Drama|Drama-ma-ma-ma|Drama-ma-ma-ma (3  2  1)|Drama-ma-ma|You know I’ve been kind of like|1  2  3 깜짝 놀랄 다음 Scene|키를 거머쥔|주인공은 나|4  3  2 Going down|쉽게 Through|Deja Vu 같이|그려지는 이미지|날 굳이 막지 말아|이건 내 Drama|도발은 굳이 안 막아|Uh I’m a stunner|1  2 It’s time to go|타오르는 날 (타는 날)|느껴 난 And I love it|새로워지는 Rules|난 눈을 떠 (두 눈을 떠)|시작된 걸 (넌) 알아 (Now)|It’s coming|I bring I bring|all the Drama-ma-ma-ma|I bring Drama-ma-ma-ma|With my girls in the back|Girls in the back|Drama|Trauma-ma-ma-ma|I break Trauma-ma-ma-ma|With MY WORLD in the back|나로 시작되는 Drama|Into the REAL WORLD|다가온 Climax|두려워하지 마|You and I|함께 써 내려가는 Story|날 가로막았던 No|한계를 뛰어 넘어 Every day|Oh Imma make it my way|Out of the way Yeah|I bring I bring|all the Drama-ma-ma-ma|I bring Drama-ma-ma-ma|With my girls in the back|Girls in the back|Drama|Trauma-ma-ma-ma|I break Trauma-ma-ma-ma|With MY WORLD in the back|나와 함께하는 Drama|(All that)|You know  I’m savage|거침없는 Baddest|나를 둘러싼 Thrill|거친 여정 속의 Drama|(Drama-ma-ma)|내가 깨트릴 모든 Trauma|(Drama-ma-ma)|지금 시작되는 Drama|Ya Ya 너로 시작될 MY Drama
Super Shy - NewJeans,NewJeans,댄스,2023.07.07,|I’m super shy  super shy|But wait a minute while I|Make you mine  make you mine|떨리는 지금도|You’re on my mind|All the time|I wanna tell you but I’m|Super shy  super shy||I’m super shy  super shy|But wait a minute while I|Make you mine  make you mine|떨리는 지금도|You’re on my mind|All the time|I wanna tell you but I’m|Super shy  super shy||And I wanna go out with you|Where you wanna go? (Huh?)|Find a lil spot|Just sit and talk|Looking pretty|Follow me|우리 둘이 나란히|보이지? (봐)|내 눈이 (heh)|갑자기|빛나지|When you say|I’m your dream||You don’t even know my name|Do ya?|You don’t even know my name|Do ya-a?|누구보다도||I’m super shy  super shy|But wait a minute while I|Make you mine  make you mine|떨리는 지금도|You’re on my mind|All the time|I wanna tell you but I’m|Super shy  super shy||I’m super shy  super shy|But wait a minute while I|Make you mine  make you mine|떨리는 지금도|You’re on my mind|All the time|I wanna tell you but I’m|Super shy  super shy||나 원래 말도 잘하고 그런데 왜 이런지|I don’t like that|Something odd about you|Yeah you’re special and you know it|You’re the top babe||I’m super shy  super shy|But wait a minute while I|Make you mine  make you mine|떨리는 지금도|You’re on my mind|All the time|I wanna tell you but I’m|Super shy  super shy||I’m super shy  super shy|But wait a minute while I|Make you mine  make you mine|떨리는 지금도|You’re on my mind|All the time|I wanna tell you but I’m|Super shy  super shy||You don’t even know my name|Do ya?|You don’t even know my name|Do ya-a?|누구보다도|You don’t even know my name|Do ya?|You don’t even know my name|Do ya-a?||
Love 119 - RIIZE,RIIZE,댄스,2024.01.05,1 2 Let’s go||뺏긴 My heart|that girl’s a killer|Love so good|feels like a thriller|시작됐지|이건 Emergency (Vroom)|1-1-9 1-1-9|Save my life save my life|She sets me free|이건 Emergency (Love)||너는 마치 Flashlight|자꾸만 시선을 뺏겨|많은 사람 속에서|순간 너만 보였어|다들 말하지|Love is so sweet|아직 난 뭔지 모르겠지|Right now||처음 느낀 이상한 떨림|이건 진심 I’m not kidding|친구이기엔 더|Deeper deeper deeper|어쩌면 Love song yah||뺏긴 My heart|that girl’s a killer|Love so good|feels like a thriller|시작됐지|이건 Emergency (Vroom)|1-1-9 1-1-9|Save my life save my life|She sets me free|이건 Emergency (Love)||이상해 나 What do I do|너에 관한 건 뭐라도|신경 쓰여 난 All day|넌 만들어 My day|이 감정은 Someday|난 알고 싶어|귓가에 울린|Love is so sweet|멈출 수 없이|빠져버린 나야||네가 자꾸 궁금해 왜지|말도 안 돼|I’m not kidding|시간이 갈수록|깊어 깊어 깊어져|가는 나잖아||뺏긴 My heart|that girl’s a killer|Love so good|feels like a thriller|시작됐지|이건 Emergency (Vroom)|1-1-9 1-1-9|Save my life save my life|She sets me free|이건 Emergency (Love)||이건 뭘까|You know what I’m talking about|왜 이렇게|나의 맘이 어지러운 걸까|이 모든 게|내가 널 좋아하는 건가|난 그럼 더 이상|끌고 싶지 않아|다른 건|Nothing but|I want it all with you||뺏긴 My heart|that girl’s a killer|Love so good|feels like a thriller|시작됐지|이건 Emergency (Vroom)|1-1-9 1-1-9|Save my life save my life|She sets me free|이건 Emergency (Love)
인사 - 범진,범진,발라드/인디음악,2021.12.24,돌아서는 너를 보며|난 아무 말도 할 수 없었고|슬퍼하기엔 짧았던|나의 해는 저물어 갔네|지나치는 모진 기억이|바람 따라 흩어질 때면|아무 일도 없듯이 보내주려 해|아픈 맘이 남지 않도록|안녕 멀어지는 나의 하루야|빛나지 못한 나의 별들아|차마 아껴왔던 말 이제서야|잘 지내 인사를 보낼 게|떠나가는 너를 보며|난 아무 말도 할 수 없었고|슬퍼하기엔 짧았던|나의 해는 저물어 갔네|돌이킬 순 없는 추억이|바람 따라 흩어질 때면|아무 일도 없듯이 보내주려 해|아픈 맘이 남지 않도록|안녕 멀어지는 나의 하루야|빛나지 못한 나의 별들아|차마 아껴왔던 말 이제서야|잘 지내 인사를 보낼 게|잘 지내 인사를 보낼 게|
Perfect Night - LE SSERAFIM (르세라핌),LE SSERAFIM (르세라핌),댄스,2023.10.27,Me and my girlies|We gon party til its early|Got me feeling otherworldly tonight|Caught in some traffic|But the radio is blasting|Drop a red light and we’ll sing it goodbye|Ooh|By the morning  feel like magic|I got all I need you know nothing else can beat|The way that I feel when I’m dancing with my girls|Perfect energy yeah we flawless yeah we free|There’s no better feeling in the whole wide world|Tonight|I don’t care what’s wrong or right|Don’t start blowing up my line|I’d care at 11:59|But nothing counts after midnight|Come and take a ride with me|I got a credit card and some good company|Some come through|Make the fit real good|Why you still stuck on loading|Waiting on you babe|Ooh|Night to morning  live slow motion|I got all I need you know nothing else can beat|The way that I feel when I’m dancing with my girls|Perfect energy yeah we flawless yeah we free|There’s no better feeling in the whole wide world|Tonight|I don’t care what’s wrong or right|Don’t start blowing up my line|I’d care at 11:59|But nothing counts after midnight|Ooh|By the morning  feel like magic|I got all I need you know nothing else can beat|The way that I feel when I’m dancing with my girls|Perfect energy yeah we flawless yeah we free|There’s no better feeling in the whole wide world|Tonight|I don't care what’s wrong or right|Don’t start blowing up my line|I’d care at 11:59|Don’t start blowing up my line
파이팅 해야지 (Feat. 이영지) - 부석순 (SEVENTEEN),부석순 (SEVENTEEN),댄스,2023.02.06,파이팅 해야지|파이팅|아뿔싸 일어나야지 아침인데|눈 감았다 뜨니 해가 중천인데|아침밥은 Pass 10분 더 자야 돼 Oh|Take-out coffee로 (아메 아메 아메 아메)|Story 속에 (친구들은 다 왜)|잘나 보여 (왜 나 나 나만 왜)|또 또 또 또 왜 아등바등 또 왜|이리저리 치여 왜 (I9 I9 I9 I9)|우린 다 이어폰 꽂은 Zombie|필요해 모두 다 텐션 Up pumpin’|힘을 좀 내어보자|우린 여러분의 부석순|반복되는 하루에|시작이 되는 이 노래|네 옆에서 불러주겠어|힘내야지 뭐 어쩌겠어|파이팅 해야지 파이팅 해야지|Don’t give it up Never give it up yeah|파이팅 해야지 파이팅 해야지|우린 부석순|Ah 파이팅 해야지|Story 속에 (친구들은 다 왜)|잘나 보여 (왜 나 나 나만 왜)|또 또 또 또 왜 아등바등 또 왜|이리저리 치여 왜 (I9 I9 I9 I9)|우린 다 이어폰 꽂은 Zombie|필요해 모두 다 텐션 Up pumpin’|힘을 좀 내어보자|우린 여러분의 부석순|반복되는 하루에|시작이 되는 이 노래|네 옆에서 불러주겠어|힘내야지 뭐 어쩌겠어|파이팅 해야지 파이팅 해야지|Don’t give it up Never give it up yeah|파이팅 해야지 파이팅 해야지|Okay 모닝커피는 디카페인|일찍 일어나니 기분 뭣 같지|철없이 부재중 전화 제끼고|Dance with ma laziness|굽은 등  팔  다리 전부 다 펴니|Ooh I feel like I’m seventeen|일원도 보탬 안 되는|불행과 같이 살기에는 내 시간이 너무 아깝지 Man|힘을 내 힘을 내 힘을 내 힘을 내|힘을 내 힘을 내 힘을 내 힘을 내|Y’all don’t deserve it|Unfortune is unnecessary|알다시피 인생은|원래 거지 같아|그러니 조금만 힘을 내|구겨진 인생을|연주하는 우린 비운의 베토벤|차분히 다음 악장을 연주해|We got plenty more pages left to play|올라갔다 내려가는 주식같이|알다가도 모르겠는 인생 뭣 같지|한 템포 쉬고 물 한 모금 마시기|자 여기 있어 비타민 A B C|반복되는 하루에|시작이 되는 이 노래|네 옆에서 불러주겠어|힘내야지 뭐 어쩌겠어|파이팅 해야지 파이팅 해야지|Don’t give it up Never give it up yeah|파이팅 해야지 파이팅 해야지|우린 부석순|Ah 파이팅 해야지|Ah 파이팅 해야지|
Ditto - NewJeans,NewJeans,댄스,2022.12.19,Woo woo woo woo ooh|Woo woo woo woo|Stay in the middle|Like you a little|Don’t want no riddle|말해줘 say it back|Oh say it ditto|아침은 너무 멀어|So say it ditto|훌쩍 커버렸어|함께한 기억처럼|널 보는 내 마음은|어느새 여름 지나 가을|기다렸지 all this time|Do you want somebody|Like I want somebody|날 보고 웃었지만|Do you think about me now yeah|All the time yeah|All the time|I got no time to lose|내 길었던 하루|난 보고 싶어|Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)|I got nothing to lose|널 좋아한다고|wooah wooah wooah|Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)|But I don't want to|Stay in the middle|Like you a little|Don’t want no riddle|말해줘 say it back|Oh say it ditto|아침은 너무 멀어|So say it ditto|I don't want to|Walk in this 미로|다 아는 건 아니어도|바라던 대로|말해줘 Say it back|Oh say it ditto|I want you so  want you|So say it ditto|Not just anybody|너를 상상했지|항상 닿아있던|처음 느낌 그대로 난|기다렸지 all this time|I got nothing to lose|널 좋아한다고|wooah wooah wooah|Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)|But I don't want to|Stay in the middle|Like you a little|Don’t want no riddle|말해줘 say it back|Oh say it ditto|아침은 너무 멀어|So say it ditto|I don't want to|Walk in this 미로|다 아는 건 아니어도|바라던 대로|말해줘 Say it back|Oh say it ditto|I want you so  want you|So say it ditto|Woo woo woo woo ooh|Woo woo woo woo|
Impossible - RIIZE,RIIZE,댄스,2024.04.18,Gimme that beat||Got me flyin’|in my dreams right now|모두가 불가능해|안 된다고 하지 왜|Can’t lose|can’t lose|can’t lose|It’s impossible||2 AM 2 AM 꿈속이 익숙한|잠든 까만 밤에도|I know you I know you|You know me 너 없인|모든 게 Impossible||한 걸음 걸음 나의 꿈에|Movin’ on movin’ on|가까워지는 너의 맘이|To be strong to be strong||Got me flyin’|in my dreams right now|모두가 불가능해|안 된다고 하지 왜|Can’t lose|can’t lose|can’t lose|It’s impossible||Got me dyin’|to realize it now|모두 너로 가능해|넌 날 완성하게 해|Without you|without you|without you|It's impossible||Just one more just one more|열어줘 Let me know|난 끝내 너의 맘을 Touchin’|하나뿐인 나의 꿈이|저 멀리 너에게 닿아|크게 번져가는 Beatin’||멈추지 않아 이미 우린|Movin’ on movin’ on|익숙해진 함께란 말이|To be strong to be strong||Got me flyin’|in my dreams right now|모두가 불가능해|안 된다고 하지 왜|Can’t lose|can’t lose|can’t lose|It’s impossible||Got me dyin’|to realize it now|모두 너로 가능해|넌 날 완성하게 해|Without you|without you|without you|It's impossible||Gimme that beat||It's impossible
WAY 4 LUV - PLAVE,PLAVE,록/메탈,2024.02.26,Way 4 Luv|Way 4 your Luv|Way 4 Luv|Way 4 your Luv|거짓말이라도 믿을게|영화 같은 스토리의 끝에||It’s like a movie|우린 참 어렸었지|저 별들을 닮기엔|모든 게 서툴렀지 Oh yeah||뜨거웠던 숨은 꿈이 되어|내 심장에 불을 지폈어 날 멈출 수 없도록 더욱|떨어져가는 폭포||처럼 내 몸을 던졌어|그 속에 피어난 Flo(wer)||어느새 노을이 지고 있어 그곳으로||Moonlight|끝이 없는 Midnight|Sunshine|반복되는 Highlight||Woo woo woo woo woo woo woo||(Woo woo woo woo woo woo woo)||Woo woo woo woo woo woo woo||(Woo woo woo woo woo woo woo)||Way 4 Luv|Way 4 your Luv|Way 4 Luv|Way 4 your Luv|거짓말이라도 믿을게|영화 같은 스토리의 끝에||Way 4 Luv|uh Way 4 your Luv|사계절이 되어줘 My Venus|거짓말이라도 믿을래|황홀한 이 여정의 끝에||쏟아지는 유성 아래|형 형색의 Rainbow|지나치게 아름다워|A to T  I’m driving now||There’s no rush hour||Let’s go Eiffel Tower||Imagine we smile at the same time||Moonlight|끝이 없는 Midnight|Sunshine|반복되는 Highlight||Woo woo woo woo woo woo woo||(Woo woo woo woo woo woo woo)||Woo woo woo woo woo woo woo||(Woo woo woo woo woo woo woo)||Way 4 Luv|Way 4 your Luv|Way 4 Luv|Way 4 your Luv|거짓말이라도 믿을게|영화 같은 스토리의 끝에||같은 시선 속에 맞닿은 우리야||너와 날 닮은 이 순간||끝나지 않을 여행이라||It’s a beautiful life||Way 4 Luv|oh Way 4 Luv|거짓말이라도 믿을게|영화 같은 스토리의 끝에||Way 4 Luv|uh Way 4 your Luv||사계절이 되어줘 My Venus|거짓말이라도 믿을래|황홀한 이 여정의 끝에||Woo woo woo|woo woo woo|Woo woo woo woo|woo woo woo|Woo woo woo woo||
Midas Touch - KISS OF LIFE,KISS OF LIFE,댄스,2024.04.03,Baby  count 10 That’s all I need|단숨에 빠져들어|(Can’t go back  can’t go back)||Tick-tack  ain’t got no time|턱 끝을 겨누는 Love|(Eat your love  eat your love)||Hey baby  I’ve been watching|널 풀어헤친 달콤한 이 Danger (Danger)|(Baby  I’ve been watching  boy)||Hey baby  I’m so toxic|위험할수록 재밌잖아 It’s alright (Alright)|(Baby  I’ve been watching  boy)||온몸이 원해 넌 나뿐인|아찔한 Lovesick 밤새 날 앓게 돼|I warned you with a single touch  boy|도망쳐봐 어차피 날 벗어날 수 없어||When I touch ya  kiss ya|You’re gon realize|(Baby  don’t you think too much)||Boy  if I touch ya  kiss ya|Watch out 순간 변해버린 눈빛|You see  I got that Midas touch||I really wanna stay all day with you|You know what we’ll be going through?|찾아봐 떨리는 이유|몸부림칠수록 Gettin’ deeper|손짓 한 번으로 Makin' you weaker and weaker||Hey baby  I’m so toxic|위험할수록 재밌잖아 It’s alright (Alright)|(You will end up in my hands my love)||온몸이 원해 넌 나뿐인|아찔한 Lovesick 밤새 날 앓게 돼|I warned you with a single touch  boy|도망쳐봐 어차피 날 벗어날 수 없어||When I touch ya  kiss ya|You’re gon realize|(Baby  don’t you think too much)||Boy  if I touch ya  kiss ya|Watch out 순간 변해버린 눈빛|You see  I got that Midas touch||(Brace! Brace!)|Ain’t gotta sugarcoat me 생각과는 다를 걸|(Brace! Brace!)|My love’s a game  I play with it 너도 원한다면|(Brace! Brace!)|Looking like a kitty cat but 아무도 감당 못 해|Once the countdown’s done You’re never gonna move  yeah||When I touch ya  kiss ya|You’re gon realize|(Baby  don’t you think too much)||Boy  if I touch ya  kiss ya|Watch out 순간 변해버린 눈빛|You see  I got that Midas touch||내게 빠져드는 손짓|You see  I got that Midas touch
손오공 - 세븐틴 (SEVENTEEN),세븐틴 (SEVENTEEN),댄스,2023.04.24,땅을 보고 계속 올랐지 정상까지|많은 시련은 보란 듯이 I Always Win|강한 마음이 중요하지|미래는 도망가지 않아 내가 놓기 전까지|DARUMDARIMDA|구름을 타고 여기저기로 (Hey)|DARUMDARIMDA|우리들의 긍지를 높이러 (Hey)|DARUMDARIMDA|또 다른 세계 나아가자 Go|이 Rhythm에 맞춰|Say Say Say Say|영웅본색 Like This|시간과 공간에 구애받지 않는 자세|힘을 다하고 쓰러져도|포기를 모르고 날뛰는 중|마치 된 것 같아 손오공|마치 된 것 같아 손오공|우리는 쉬지 않아 매일 |Make it Make it|끝까지 가보자|마치 된 것 같아 손오공|I Luv My Team I Luv My Crew|여기까지 달리면서|I Luv My Team I Luv My Crew|계속 달릴 수 있어 더|I Luv My Team I Luv My Crew|여기까지 오르면서|I Luv My Team 그 덕분에 우린|마치 된 것 같아 손오공|알리지 우리는 등장 중|여전히 세대를 뒤바꿈|멈추지 않아 뜀박 중|발이 꼬여도 뒷박 쿵|WOO WOO Pull Up My 근두운|WOO WOO 성실히 수행 중|DARUMDARIMDA|늘어나라 하늘로 여의봉 (Hey)|DARUMDARIMDA|우리들의 매일은 Come & Go (Hey)|DARUMDARIMDA|모든 걸 위해 나아가자 Go|이 노래에 맞춰|Say Say Say Say|영웅본색 Like This|시간과 공간에 구애받지 않는 자세|힘을 다하고 쓰러져도|포기를 모르고 날뛰는 중|마치 된 것 같아 손오공|마치 된 것 같아 손오공|우리는 쉬지 않아 매일 |Make it Make it|끝까지 가보자|마치 된 것 같아 손오공|I Luv My Team I Luv My Crew|여기까지 달리면서|I Luv My Team I Luv My Crew|계속 달릴 수 있어 더|I Luv My Team I Luv My Crew|여기까지 오르면서|I Luv My Team 그 덕분에 우린|마치 된 것 같아 손오공|진실은 때론 잔혹해 (What’s That?)|거짓은 때론 달콤해 (What’s That?)|다정함은 때론 거짓말로 (What’s That?)|나쁜 것 싹 다 모아둬|Ping 하고 불 나와|Ener Energy 기 모아 아주 다 나와|Ener Energy 한방에 아주 발사 파|지금부터 다 하늘 위로 함성 발사|이 노래는 이 만화의 엔딩송이다|
사랑인가 봐 - 멜로망스,멜로망스,발라드/국내드라마,2022.02.18,너와 함께 하고 싶은 일들을|상상하는 게|요즘 내 일상이 되고|너의 즐거워하는 모습을 보고 있으면|자연스레 따라 웃고 있는 걸|너의 행동에 설레어하고 뒤척이다가|지새운 밤이 많아지는데|이건 누가 봐도 사랑일 텐데|종일 함께면 질릴 텐데|나 돌아서도 온통 너인 건|아무래도 사랑인가 봐|점점 너와 하고 싶은 일들 생각하면서|하룰 보낸 날이 많아지는데|이건 누가 봐도 사랑일 텐데|종일 함께면 질릴 텐데|나 돌아서도 온통 너인 건|아무래도 사랑인가 봐|너의 행복해하는 모습을 보고 있으면|나도 모르게 따라 웃는데|이 정도면 알아줄 만하잖아|너도 용기 낼만 하잖아|나만 이런 게 아니라면|우리 만나볼 만하잖아|아무래도 사랑인가 봐|
너의 모든 순간 - 성시경,성시경,발라드/국내드라마,2014.02.12,이윽고 내가 한눈에|너를 알아봤을 때|모든 건 분명 달라지고 있었어|내 세상은 널 알기 전과 후로 나뉘어|니가 숨 쉬면 따스한 바람이 불어와|니가 웃으면 눈부신 햇살이 비춰|거기 있어줘서 그게 너라서|가끔 내 어깨에 가만히 기대주어서|나는 있잖아 정말 빈틈없이 행복해|너를 따라서 시간은 흐르고 멈춰|물끄러미 너를 들여다 보곤 해|그것 말고는 아무것도 할 수 없어서|너의 모든 순간 그게|나였으면 좋겠다|생각만 해도 가슴이 차올라|나는 온통 너로|보고 있으면 왠지 꿈처럼 아득한 것|몇 광년 동안 날 향해 날아온 별빛|또 지금의 너|거기 있어줘서 그게 너라서|가끔 나에게 조용하게 안겨주어서|나는 있잖아 정말 남김없이 고마워|너를 따라서 시간은 흐르고 멈춰|물끄러미 너를 들여다보곤 해|너를 보는 게 나에게는 사랑이니까|너의 모든 순간 그게|나였으면 좋겠다|생각만 해도 가슴이 차올라|나는 온통 너로|니 모든 순간 나였으면|
MANIAC - VIVIZ (비비지),VIVIZ (비비지),댄스,2023.11.02,힘껏 내팽개친 Roses|말론 안 통하지 역시 어쩜 이리 안 변해|인정 같은 소린 됐고|이쯤에서 끝내 Let go 인내심도 Out of space||얼룩지는 Red carpet 그렇게 또 Fade away|치워줘 Scarred face 끝까지 신경 쓰여 Huh||This love is maniac maniac maniac|But I can’t killin’ it killin’ it killin’ it|사랑 말고 다른 말론 설명할 수 없는 멜로|It’s maniac maniac maniac||자극적 이끌림 잔인해진 Orbit|지겨운 Love-phobic yeah|그래 솔직하자 넌 지금 즐긴 거야||얼음처럼 날 선 말 부서질 듯 던져 막|심장을 푹 찌르고 또 Melted|완벽하게 Cliche 웃기지도 않는 꼴|갈피 없이 뒤집히는 Magnet||답이 없는 Zero-sum game 뭐가 문제였던 건데|결국 또 미뤄진 End 이것도 재주야 Perfect||This love is maniac maniac maniac|But I can’t killin’ it killin’ it killin’ it|사랑 말고 다른 말론 설명할 수 없는 멜로|It’s maniac maniac||Crystal처럼 조각난 Lighting 그 아래 선 우린|Living in a moment Bloody truth|짓이겨져 물든 Rose 결국 벗어던진 Mask|말해 What you wanna do Woo woo ah||This love is maniac maniac maniac|And I’m okay with it okay with it okay with it|끝내 너와 나마저도 이해할 수 없는 멜로|It’s maniac maniac maniac||화려한 이 Tragic 이거 사랑 맞지|영원할 Scenery yeah|그래 솔직하자 우리는 즐긴 거야||Never ever|It’s coming down It’s coming down|It’s coming down|Maniac|Yeah yeah woo woo woo
홀씨 - 아이유,아이유,랩/힙합,2024.02.20,내가 누울 자린 아마도|한참 더 위로|아니 적당히 미끈한 곳에|뿌리내리긴 싫어||내 뒤로 착착 따라붙어|다 예쁘게 줄지어|난 기어코 하늘에 필래|음  What a tiny leader||아슬아슬히 나는|홀씨 하나 또 다른|길을 향해서|Fly high to bloom|혹시 나의 안부를|묻는 누군가|있거든 전해줘||걔는 홀씨가 됐다구||날 따라  gonna go to win|날 따라  날아가 꼭대기루|You say '후‘|I may fly|You say '후‘|Then i fly||날 따라  Even without wings|날 따라  떠올라 공중으루|You say '후‘|I may fly|You say '후'|Then i fly||다 날 볼 수 있게 날아 줄게 한가운데|시력을 위해 꼭 지참해 니 sunglass|올려보면 눈부셔|고소공포 하나도 안 무셔||따가운 태양과 무지 가까운 거리|까지 올라가 난 무심히 내려보리|구름을 골라타|간만에 한바탕|싹 어질러볼까||빙글빙그르 나는|홀씨 하나 가파른|바람을 타고|Fly high to bloom|혹시 나의 안부를|묻는 누군가|있거든 전해줘||걔는 홀씨가 됐다구|날 따라  gonna go to win|날 따라  날아가 꼭대기루|You say '후‘|I may fly|You say '후‘|Then i fly||날 따라  Even without wings|날 따라  떠올라 공중으루|You say '후‘|I may fly|You say '후'|Then i fly||앞길이 만만치 않아도|엄살은 뒤로|내 선택이야 늘 그랬듯이|쉬울 확률은 zero||남은 거 탈탈 털어줄게|모두 행운을 빌어||구태여 인사하고 갈래|May god be with ya|See ya
